X.	Date.Time..GMT.02.00	Temperature	Rainfall	Batt..V..LGR.S.N..10830614..SEN.S.N..10830614.	comments_rain	comments_temp
1319	2016/01/22 16:26:59		22.4		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1320	2016/01/22 16:27:22		22.6		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1321	2016/01/22 16:27:54		22.8		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1322	2016/01/22 16:28:36		23		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1323	2016/01/22 16:29:05		23.2		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1324	2016/01/22 16:29:28		23.4		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1325	2016/01/22 16:29:43		23.6		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1326	2016/01/22 16:30:04		23.8		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1327	2016/01/22 16:30:20		24		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1328	2016/01/22 16:30:52		24.2		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1329	2016/01/22 16:31:32		24.4		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1330	2016/01/22 16:32:31		24.6		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1331	2016/01/22 16:32:53		24.8		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1332	2016/01/22 16:33:19		25		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1333	2016/01/22 16:33:39		25.2		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1334	2016/01/22 16:33:57		25.4		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1335	2016/01/22 16:34:09		25.6		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1336	2016/01/22 16:34:27		25.8		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1337	2016/01/22 16:34:41		26		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1338	2016/01/22 16:35:02		26.2		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1339	2016/01/22 16:35:15		26.4		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1340	2016/01/22 16:35:39		26.6		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1341	2016/01/22 16:35:53		26.8		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1342	2016/01/22 16:36:13		27		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1343	2016/01/22 16:36:33		27.2		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1344	2016/01/22 16:36:48		27.4		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1345	2016/01/22 16:37:00		27.6		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1346	2016/01/22 16:37:14		27.8		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1347	2016/01/22 16:37:22		28		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1348	2016/01/22 16:37:36		28.2		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1349	2016/01/22 16:37:47		28.4		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1350	2016/01/22 16:38:03		28.6		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1351	2016/01/22 16:38:18		28.8		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1352	2016/01/22 16:38:28		29		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1353	2016/01/22 16:38:38		29.2		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1354	2016/01/22 16:38:51		29.4		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1355	2016/01/22 16:39:01		29.6		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1356	2016/01/22 16:39:25		29.8		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1357	2016/01/22 16:39:40		30		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1358	2016/01/22 16:39:58		30.2		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1359	2016/01/22 16:40:10		30.4		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1360	2016/01/22 16:40:28		30.6		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1361	2016/01/22 16:40:49		30.8		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1362	2016/01/22 16:41:13		31		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1363	2016/01/22 16:41:33		31.2		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1364	2016/01/22 16:41:52		31.4		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1365	2016/01/22 16:42:06		31.6		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1366	2016/01/22 16:42:24		31.8		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1367	2016/01/22 16:42:33		32		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1368	2016/01/22 16:42:41		32.2		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1369	2016/01/22 16:42:52		32.4		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1370	2016/01/22 16:43:04		32.6		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1371	2016/01/22 16:43:14		32.8		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1372	2016/01/22 16:43:28		33		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1373	2016/01/22 16:43:36		33.2		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1374	2016/01/22 16:43:50		33.4		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1375	2016/01/22 16:43:56		33.6		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1376	2016/01/22 16:44:09		33.8		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1377	2016/01/22 16:44:21		34		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1378	2016/01/22 16:44:34		34.2		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1379	2016/01/22 16:44:47		34.4		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1380	2016/01/22 16:45:00		34.6		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1381	2016/01/22 16:45:10		34.8		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1382	2016/01/22 16:45:22		35		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1383	2016/01/22 16:45:32		35.2		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1384	2016/01/22 16:45:39		35.4		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1385	2016/01/22 16:45:48		35.6		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1386	2016/01/22 16:45:54		35.8		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1387	2016/01/22 16:45:58		36		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1388	2016/01/22 16:46:05		36.2		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1389	2016/01/22 16:46:09		36.4		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1390	2016/01/22 16:46:16		36.6		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1391	2016/01/22 16:46:23		36.8		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1392	2016/01/22 16:46:28		37		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1393	2016/01/22 16:46:34		37.2		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1394	2016/01/22 16:46:41		37.4		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1395	2016/01/22 16:46:47		37.6		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1396	2016/01/22 16:46:57		37.8		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1397	2016/01/22 16:47:03		38		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1398	2016/01/22 16:47:10		38.2		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1399	2016/01/22 16:47:16		38.4		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1400	2016/01/22 16:47:22		38.6		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1401	2016/01/22 16:47:29		38.8		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1402	2016/01/22 16:47:37		39		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1403	2016/01/22 16:47:42		39.2		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1404	2016/01/22 16:47:51		39.4		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1405	2016/01/22 16:47:58		39.6		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1406	2016/01/22 16:48:08		39.8		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1407	2016/01/22 16:48:15		40		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1408	2016/01/22 16:48:24		40.2		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1409	2016/01/22 16:48:30		40.4		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1410	2016/01/22 16:48:40		40.6		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1411	2016/01/22 16:48:47		40.8		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1412	2016/01/22 16:48:58		41		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1413	2016/01/22 16:49:09		41.2		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1414	2016/01/22 16:49:19		41.4		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1415	2016/01/22 16:49:27		41.6		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1416	2016/01/22 16:49:42		41.8		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1417	2016/01/22 16:49:53		42		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1418	2016/01/22 16:50:10		42.2		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1419	2016/01/22 16:50:18		42.4		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1420	2016/01/22 16:50:31		42.6		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1421	2016/01/22 16:50:41		42.8		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1422	2016/01/22 16:50:52		43		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1423	2016/01/22 16:51:01		43.2		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1424	2016/01/22 16:51:09		43.4		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1425	2016/01/22 16:51:18		43.6		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1426	2016/01/22 16:51:32		43.8		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1427	2016/01/22 16:51:50		44		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1428	2016/01/22 16:52:10		44.2		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1429	2016/01/22 16:52:32		44.4		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1430	2016/01/22 16:53:02		44.6		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1431	2016/01/22 16:53:17		44.8		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1432	2016/01/22 16:53:41		45		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1433	2016/01/22 16:54:13		45.2		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1434	2016/01/22 16:54:59		45.4		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1435	2016/01/22 16:55:39		45.6		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1436	2016/01/22 16:56:28		45.8		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1437	2016/01/22 16:57:08		46		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1438	2016/01/22 16:58:15		46.2		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1439	2016/01/22 16:59:23		46.4		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1440	2016/01/22 17:00:00	16.999		2.95		
1441	2016/01/22 17:01:36		46.6		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1442	2016/01/22 17:03:22		46.8		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1443	2016/01/22 17:05:51		47		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1444	2016/01/22 17:07:34		47.2		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1445	2016/01/22 17:09:58		47.4		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1446	2016/01/22 17:11:02		47.6		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1447	2016/01/22 17:12:47		47.8		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1448	2016/01/22 17:14:16		48		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1449	2016/01/22 17:16:39		48.2		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1450	2016/01/22 17:18:04		48.4		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1451	2016/01/22 17:20:11		48.6		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1452	2016/01/22 17:22:11		48.8		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1453	2016/01/22 17:24:50		49		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1454	2016/01/22 17:27:25		49.2		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1455	2016/01/22 17:30:59		49.4		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1456	2016/01/22 17:34:43		49.6		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1457	2016/01/22 17:43:52		49.8		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1458	2016/01/22 17:48:46		50		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1459	2016/01/22 17:54:58		50.2		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1460	2016/01/22 18:00:00	18.521		2.95		
1461	2016/01/22 18:05:37		50.4		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1462	2016/01/22 18:13:00		50.6		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1463	2016/01/22 18:15:54		50.8		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1464	2016/01/22 18:20:32		51		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1465	2016/01/22 18:24:48		51.2		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1466	2016/01/22 18:30:30		51.4		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1467	2016/01/22 18:35:07		51.6		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1468	2016/01/22 18:47:19		51.8		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1469	2016/01/22 18:51:12		52		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1470	2016/01/22 18:56:42		52.2		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1471	2016/01/22 19:00:00	18.996		2.95		
1472	2016/01/22 19:00:25		52.4		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1473	2016/01/22 19:09:28		52.6		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1474	2016/01/22 19:26:31		52.8		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1475	2016/01/22 20:00:00	18.996		2.95		
1476	2016/01/22 21:00:00	18.996		2.95		
1477	2016/01/22 22:00:00	18.806		2.95		
1478	2016/01/22 23:00:00	18.806		2.95		
1479	2016/01/23 00:00:00	18.711		2.95		
1480	2016/01/23 01:00:00	18.806		2.95		
1481	2016/01/23 02:00:00	19.187		2.95		
1482	2016/01/23 03:00:00	19.187		2.95		
1483	2016/01/23 04:00:00	19.092		2.95		
1484	2016/01/23 05:00:00	18.616		2.95		
1485	2016/01/23 06:00:00	18.426		2.95		
1486	2016/01/23 07:00:00	20.424		2.93		
1487	2016/01/23 08:00:00	24.545		2.95		
1488	2016/01/23 09:00:00	25.902		2.93		
1489	2016/01/23 10:00:00	28.159		2.95		
1490	2016/01/23 11:00:00	29.352		2.95		
1491	2016/01/23 12:00:00	25.708		2.93		
1492	2016/01/23 12:34:13		53		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1493	2016/01/23 12:35:58		53.2		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1494	2016/01/23 13:00:00	24.448		2.95		
1495	2016/01/23 13:55:47		53.4		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1496	2016/01/23 14:00:00	21.282		2.95		
1497	2016/01/23 14:00:24		53.6		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1498	2016/01/23 15:00:00	24.255		2.95		
1499	2016/01/23 16:00:00	24.835		2.95		
1500	2016/01/23 17:00:00	23.388		2.95		
1501	2016/01/23 18:00:00	24.931		2.95		
1502	2016/01/23 19:00:00	22.621		2.95		
1503	2016/01/23 20:00:00	21.378		2.95		
1504	2016/01/23 21:00:00	20.329		2.93		
1505	2016/01/23 22:00:00	18.806		2.95		
1506	2016/01/23 23:00:00	18.521		2.95		
1507	2016/01/24 00:00:00	18.806		2.95		
1508	2016/01/24 01:00:00	18.331		2.95		
1509	2016/01/24 02:00:00	18.521		2.95		
1510	2016/01/24 03:00:00	18.616		2.95		
1511	2016/01/24 04:00:00	18.236		2.95		
1512	2016/01/24 05:00:00	16.999		2.95		
1513	2016/01/24 06:00:00	16.237		2.93		
1514	2016/01/24 07:00:00	18.14		2.95		
1515	2016/01/24 08:00:00	24.351		2.95		
1516	2016/01/24 09:00:00	22.717		2.95		
1517	2016/01/24 10:00:00	22.717		2.95		
1518	2016/01/24 11:00:00	17.189		2.95		
1519	2016/01/24 12:00:00	20.805		2.93		
1520	2016/01/24 13:00:00	22.046		2.93		
1521	2016/01/24 14:00:00	21.091		2.93		
1522	2016/01/24 15:00:00	20.805		2.93		
1523	2016/01/24 16:00:00	19.472		2.95		
1524	2016/01/24 17:00:00	19.092		2.95		
1525	2016/01/24 18:00:00	17.855		2.95		
1526	2016/01/24 19:00:00	16.618		2.95		
1527	2016/01/24 20:00:00	14.709		2.95		
1528	2016/01/24 21:00:00	13.654		2.95		
1529	2016/01/24 22:00:00	13.558		2.95		
1530	2016/01/24 23:00:00	13.654		2.95		
1531	2016/01/25 00:00:00	13.365		2.95		
1532	2016/01/25 01:00:00	12.69		2.93		
1533	2016/01/25 02:00:00	12.304		2.93		
1534	2016/01/25 03:00:00	12.304		2.93		
1535	2016/01/25 04:00:00	12.304		2.93		
1536	2016/01/25 05:00:00	12.69		2.93		
1537	2016/01/25 06:00:00	13.846		2.93		
1538	2016/01/25 07:00:00	14.421		2.95		
1539	2016/01/25 08:00:00	14.421		2.95		
1540	2016/01/25 09:00:00	14.421		2.95		
1541	2016/01/25 10:00:00	15.76		2.93		
1542	2016/01/25 11:00:00	18.236		2.93		
1543	2016/01/25 12:00:00	19.948		2.93		
1544	2016/01/25 12:02:50		53.8		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1545	2016/01/25 13:00:00	19.092		2.93		
1546	2016/01/25 13:15:31		54		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1547	2016/01/25 13:29:59		54.2		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1548	2016/01/25 13:33:25		54.4		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1549	2016/01/25 13:42:31		54.6		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1550	2016/01/25 13:50:35		54.8		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1551	2016/01/25 14:00:00	17.189		2.93		
1552	2016/01/25 14:11:11		55		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1553	2016/01/25 14:16:31		55.2		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1554	2016/01/25 14:22:35		55.4		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
1555	2016/01/25 14:29:26		55.6		For calibration, please see http://data.saeon.ac.za/documents/saeon-fynbos-node/jonkershoek-rain-gauge-calibration	
